rating	review
4	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
4	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
4	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
4	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
4	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
4	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
4	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
4	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
4	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
4	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5	Captain veg cutlet hero wrap tastes awesome😋 .Perfect amount of cheese. One of the best wraps I've had. 
5	Ordered nuclear chicken nugget Wrap and captain fried chicken panini. Cheesy and delicious food. Will order again.
5	The best place to order sandwiches in the city where you have a wide range of products to choose from and on time delivery as always.
5	It's items are all tasty and also reasonable <br/>Chicken tikka wrap was awesome <br/>Chicken cheesy panini with mini monster was nice
5	Spinach &amp; corn superhero panini and Veg cutlet Hero wrap was delicious and very cheesy . Loved the taste and size. 
5	THANK YOU 
5	Afte 1 hour delivery
3	this item not deserve at this price <br/>very oil and not good oil quality 
5	Poor taste
5	varry good 
1	This wasn't nutella thick shake <br/>very disappointing<br/>
1	I don't like this different banner picture and pizza different
5	packing not good condition 
1	wire found in laddu
1	i have ordered for angoor goti but they have send me something else.
2	nice 
5	The packaging was not good. My whole hot chocolate was fallen in the polythene when i took my order . 😡
4	This is not our order!! Poor handling of food items!!
5	Not marriot quality<br/>It was not to the standard<br/>The bread was dry and it lacked crispness 
2	Taste was good but lack of information leads to disappointment. It should must have been mentioned that does it contain mil or not. If they can't add this much then atleast send milk sachets.
1	Too many carrots and corns but otherwise loved the pasta. Best Alfredo sauce in town.
5	very bad food
3	It was bland then I added salt and was ok to eat..
1	order me 2 boil bhi tha lekibvo nahi aya uski jaga pe dusra sak aya
3	good quality great quality of food it's good like it
5	The Delivery from zomato was amazing!!!Delivery man also help to buy my medicine
4	Delivery guy was rude
1	Cheaters. They dont deliver what you see in their pic. I ordered a chicken meal looking at their pic n description. What came didnt match at all. No veg broccoli. Be careful.
1	Awesome taste<br/>Just go for it 👍🏼👍🏼👍🏼
2	ur sandwiches never disappoint me..they taste just superb..pls start with dine in facilities so that we can come n visit...relished each and every bite..thank u
3	the sandwich was really good but garlic bread was disappointing. cheese was sticking on the packaging and had to scrap the whole thing and then eat it. need improvement in packaging.
3	But its too spicy … pizza
5	Disgusting food
1	Healthy soup and panner meal is a perfect combo with grt taste…. Must eat😍😍
5	who qdds mayo to salad.pls dont buy its a waste f money.
3	food was delicious but as per quantity rate is too high ...if price is less I'll definitely ordered regularly
1	The black bean sauce was really really salty it felt like I was eating a Chinese dish <br/>Vegetables were really nice
1	even give more than that.. just awesome must try..
5	so beautiful tesat
1	i like the taste 🙂😋
5	please look this  and refund my money second and 3rd order please 
5	yammy ✌️😋
5	got idly witbout samber
5	My order item is missing and the delivery guy is not picking up my phone. <br/>Kindly help out
5	didn't like the taste of idli
5	Worst cheese toast I ever had
5	Very Late Order
5	The green Chutny was really bitter
5	ok
5	wanted jain sandwich with more filling of cucumber and tomato in sandwich but not able to understand English.
5	They forgot to put cheese
5	Very tasty food
5	Butter idili it was not good no butter very bad
5	packing was open and all chutney was out of the packing
3	It was fine as it may be an accident
5	its good
3	Only one chutney small packet was sent with 3 sandwiches one of them being the special grilled sandwich. The toasted sandwich was burnt completely from one side and grilled sandwich wasn't grilled properly.
5	very good sandwich base which contains potato base along with veggies unlike other sandwiches which only contain capsicum and tomatoes and onions
5	Very small in size less quantity ..... small size n less quantity
3	It wasn't good. didn't expect this from grenee .Last time I ordered it was good
5	my idli had a strand of public hair in it 🤮 so more hygiene is needed at their end
5	useless idli no taste at all. sandwich was not packed properly .
5	so so so tasty 
3	worst
5	Amazing.      Superb.  Fantastic.     I very very like it.
3	yummy 
3	supr
5	This restaurant has left the best impression ! delicious dishes both veg and non veg . I recommend it to everyone ...
5	nuce
5	good 
3	give more chatni 
5	Awesome ambience and amazing quality Soft Serve. The BEST place for Quality Softy and for your sweet craving which is actually not too sugaryyy. Must Visit.
5	Very impprsive packaging. Lovely way of keeping transperency with the customers. On top of that amazing natural taste with no added sugaer. 
4	Fantastic ambiance. Very homely vibes. Love the concept of changing Softy flavours as well as customization with your favourite toppings. 💯
1	Ek number cold pressed juices. Ek number Smoothies. Sugar freeee items available. Really happy with the quality provided.
1	Fantastic taste and amazing presentation. I would highly recommend their quality products. 10 on 10 for taking health into consideration.
5	Their products have no added sugar. Extremely fond of the cold pressed juices and smoothies. 100% NATURAL.
5	Amazing presentation. I would highly recommend this place for the people who are looking for quality as well as natural products.
1	The ambience is beyond words I must say. The Vibe of the place is so homely. They serve COLD PRESSED FRESH JUICES &amp; Smoothies (NO ADDED SUGAR) and the place is so hygienic 
5	100% NATURAL……………..it’s trueeeee.!!!!!!!!!!.!…………………..NO ADDED SUGAR………WELL PRESENTATED…………QUALITY PRODUCT………..MUST HAVE IT…….!!.!.!…….😍😍😍
5	I have tried their green juices and the taste was phenomenal. Their products are 100% natural &amp; no added sugar. Highly recommended for all age groups.
5	Had a wonderful experience with fresh dessert on our friend's bday . Tried juices smooties and fresh fresh freeze...simply loved it 
5	<br/>
1	Amazing Amazing health juice. They have got a wide range of health and fruit juices. Just what you need after your workout session. Would totally recommend. 💯
5	test acha h but jeera soda ki jgh kuch or bhejj diya
5	Extra pav is not arrive 
5	the food tastes like shit
5	salad is less means zero and quality and quantity is too less and taste is bad waste of money 
5	bekar he likha kuch he or bhejta kuch or he<br/>coldrins me bhi esa
1	nice egg and taste ❤😘
5	good delvery
5	did not receive the cutlery
5	Mast good food
1	some item missing
5	wrong product and sab bigda huaa mall thaa kuchh bhai fresh nahi tha totally damaged 👎👎👎pesa barbad <br/>muje Mera pesa vapas dedo <br/>online khana magana hi frod heee 
5	Must food tha mazza aa gaya packing to bohot acha diya tha timely service timely food delevery kardiya 
5	Quantity bohot Kam thi or 2 hi paw sath me diye 1  person Ka bhi pet nahi bharaya
1	Poor taste
5	Thard class food quality
5	rong odar
5	Thard class food quality
5	rong odar
5	Thard class food quality
5	rong odar
5	Thard class food quality
5	rong odar
5	Thard class food quality
5	rong odar
5	Thard class food quality
5	rong odar
5	Thard class food quality
1	rong odar
5	Thard class food quality
5	rong odar
5	Thard class food quality
5	rong odar
5	Thard class food quality
5	rong odar
5	Pizza and garlic bread both were totally cold.
5	Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
5	One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
5	Pizza and garlic bread both were totally cold.
5	Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
5	One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
5	Pizza and garlic bread both were totally cold.
5	Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
5	One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
3	Pizza and garlic bread both were totally cold.
5	Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
5	One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
1	Pizza and garlic bread both were totally cold.
5	Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
5	One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
5	Pizza and garlic bread both were totally cold.
5	Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
5	One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
1	Pizza and garlic bread both were totally cold.
1	Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
5	One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
5	Pizza and garlic bread both were totally cold.
1	Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
5	One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
5	Pizza and garlic bread both were totally cold.
1	Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
5	One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
5	Pizza and garlic bread both were totally cold.
1	Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
5	One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
5	Pizza and garlic bread both were totally cold.
1	Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
5	One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
5	Pizza and garlic bread both were totally cold.
1	Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
5	One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
5	Pizza and garlic bread both were totally cold.
1	Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
5	One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
5	Pizza and garlic bread both were totally cold.
1	Very tasty pizza and Have to taste veg suprema cheese burst and Creamy panner pizza..Good quality of Cheese And Oil Is using for The garnishing..<br/>
5	One of the worst pizza places in Surat. We ordered their puff pizza. They took more than an hour for that. The service is extremely slow and pathetic. The food is below average. There are a lot of pizza places in Surat. Save yourself some money and time and do not visit this place.
5	bad in quantity 
5	worst food quality
5	Dosto order karna paisa paani me behana. Bahut hi ghatia test uncooked brunt and untested 
5	Bhai Chinese me baal nikla wo bhi do baar or kitna goja test tha test to sahi rakho bhai test check karke to banao
5	Nothing
5	I never order bismillah
5	Tasty food
5	Good stuff has GOODDD STUFF
5	Pathetic service and food <br/>They don’t listen to any order specifications at all. Terrible service.
4	Flat white are hot coffee.. you have served me cold
1	sent wrong order 
5	you pizza is so cold not hot I am really disappointed with you 
1	Slice missing when delivered. The restaurant staff talked rudely when called. Refused to take responsibility and told me to talk to zomato not them.
3	This is one of my favourite places for unlimited food cuz panipuri lovers will just love this restaurant and the best thing is the unlimited cold drink. Salad and main course is also appreciable.
4	It is awesome experience good dinner😅<br/>Ambience are very impressive 🤩
5	Pizza was good but your service was not good that's why I can't give very good rating to you.please improve your service.<br/>Salads :⭐⭐⭐⭐⭐<br/>Pizza : ⭐⭐⭐⭐<br/>Service : ⭐⭐
1	very bed experience.  yakk..
5	quantity improvement neede
5	test is great 😀👍
3	It tastes so good.
3	I need refund <br/><br/>I order dum biriyani but its look like khichdi
5	Too much tomatos in it… feeling like am eating tomoto sabji…. Not pav bhaji….
1	I ordered Hakka noodles and price was 210. with tax and other services total bill amt was 290. and for 290rs I got very less quantity. Even one small boy cannot fulfill his tummy. This is very nonsense. 
3	it was so bad. only few kebabs without chutney or any accompaniments. 
3	delivery charges taken....on order page no charges showing...later on taken charges
2	the seller told me he will refund me amount to my wallet  but not done yet . they did had chocolava and 1 farmhouse was to be cancelled 
5	i want replacement with this order otherwise i’ll complaint
5	I ordered cheese bust but there is no cheese inside bad quality
5	the pizza arrived a bit late also it was not at all hot..
5	Please provide proper service.<br/>2nd time I didn’t receive ketchup…
5	garlic bread was cold as if it was kept in refrigerator and then reheated and given.
3	Pizza and garlic bread were cold and the pizza was not cut into proper portions! <br/>We didn’t receive the Oregano &amp; chilli flakes too! <br/>Extremely disappointed with the entire experience!
4	very good 
5	sous pouch not send with order
1	its not veg its non veg
2	Garlic bread was very stale
4	Waited too long
3	i didn't received my order
5	this is brownie????🤬😡
2	excellent ☺️😘<br/>taste is so good 😋
3	i need refund for garlic break
5	I didn’t got any cheese dip  above this my order was placed at 12:16 n i got my order after 1:30 it was terribly late n the food sucked
5	cheese is very less not so testy and that was not a Paratha it's like sukhi roti with chees and corn
1	I'm really hungry so i decided to eat pizza and i taste it ...very tight to cut and not hot at all...
3	very cold food please take away no one will eat this 
1	nice
1	the waste experience of life is eating that pizza so poor taste and now onwards I will not order pizza from Domino's 
3	Spoiled mood and taste
5	what is the size of pizza is this ...too poor ..won't order again
1	osm
1	excellent ✨✨✨✨✨
5	My order is not delivered yet
5	Food arrived after 50 mins .. it was cold and it didn’t tasted good .. i had to through that pizza in bin.. coz it was not even eatable
2	very late received my order 
5	pizza was not good.it was not baked properly. even onions were raw . have thrown in dustbin. upset with dominos.
1	pizza is average Domino's is best pizza shop but this time taste &amp; bread is not very good average pizza
1	Please deliver freshly made pizza not the old ones which are already made
1	thing is that pizza is not good really this time I m suffering from helath issues... 
1	I have ordered something else and I got something else this is so wrong on the time of delivery you are saying that things are not available and giving something else instead<br/>very very disappointed!!
4	Ambiance is good however I did not like the food. <br/>Garlic bread was good however lasagne was below average and chilli paneer was average. <br/>I will give total of 2.5/5 rating.
3	always late preparation<br/><br/>
5	As a mom for my baby. I keep ordering yummy mummy ragi batter for my little one. Thank you so much for bringing nutritious and healthy batters to us. Higly recommended to mothers 
5	Organic Batters. The best idli and dosa batters I have had in town. I order for my family every Sunday. The experience have been always amazing 
5	coconut chutney quantity can be increased as 4 person cannot be served by this much quantity. rest all is good
5	This is best south indian 8 have eaten in this city. Healthy and just fresh
1	very oily and horrible 
1	Horrible Horrible Horrible .. No waiter knows who will take order for food 🤷🏽‍♂️ Pathetic service .. never seen before such poor service<br/>
1	poor experience and bad restaurant
5	Even after requesting for spicy chicken the food was bald and tasteless. Disappointed!!
1	Loved the Lemon Coriander Soup and Kalimirch Tikka. Do try the Biryani. Would love to try the butter chicken next. 
1	improve packaging for coffee to avoid spilling. 
5	The taste was absolutely amazing
1	idle total weast<br/>chutney main smale aa rahi hai<br/>4 din purani chutney hai ye
1	Need to work for packing sandwich in corrugated boxes to keep it hot. Aluminium foil is worst.
1	too less quantity nd chutney is too less idli was worst 
5	taste less food .. spoiled morning breakfast.  no salt in Carney and wasted 
1	everything tasted the same ..no uniqueness and character of the dishes ..very disappointed 
5	really amazing food and thanks mr angad for your service. really loved the food and amazing           
1	really loved there food amazing taste and food quality and quantity is amazing do try there food i loved it thanks zest for amazing food
5	best food ever had i stay in varacha the also my food which was delivered was perfect and i loved it amazing seekh kabab and i loved it
1	The price is quite high compared to the quantity served. Provides bottle water of God only knows which company which tastes like tap water. TAKE YOUR OWN WATER BOTTLES HERE. 
1	I requested for no onions still they have given onion pizza
1	very less quantity 
5	Nice
1	please make value for your customer's money
5	Quantity very less as per packaging and got wire kind of substance with food that could have made me very sick and even could have caused food poisoning. <br/>Pathetic experience
2	super fast delivery boy 
1	waste of money ... plzz don't by this shop taste was not good and quantity is so low... packing was not good..... poora paisa ka brbaadi ho gaya bhut gnda aaya
5	I don’t like food
1	Do yourself a favor and visit this lovely cafe. The service is unmatched. The staff truly cares about your experience. The food is absolutely amazing – everything we tasted melted in other mouths. Absolutely the best meal we had after a long time in Surat. Highly recommend! Please open one branch in Adajan also.
5	Worst experience the restaurant did not follow my instructions and the food was very spicy that we could not have the food and we had to sleep hungry because by the time we received the food it was already 12 am and no other restaurant were excepting the order and Zomato also couldn’t find me better option
2	not happy frood
1	Best service  delivery even after carfiew time food is also good
1	The pancakes were very bad they didn't even mention that it was a mini pancake so its kinda misleading after u get it you can't do anything
1	A home made food i like to eat
5	Awesome food with very homely taste and superb quality. 
1	Very awesome taste and also as per review
1	fabulous
1	cheese sandwich was so bad ... disappointed...won't order again 
1	cheese sandwich was so bad ... disappointed...won't order again 
1	cheese sandwich was so bad ... disappointed...won't order again 
1	cheese sandwich was so bad ... disappointed...won't order again 
1	cheese sandwich was so bad ... disappointed...won't order again 
1	cheese sandwich was so bad ... disappointed...won't order again 
5	cheese sandwich was so bad ... disappointed...won't order again 
1	cheese sandwich was so bad ... disappointed...won't order again 
5	cheese sandwich was so bad ... disappointed...won't order again 
5	cheese sandwich was so bad ... disappointed...won't order again 
5	cheese sandwich was so bad ... disappointed...won't order again 
5	cheese sandwich was so bad ... disappointed...won't order again 
1	cheese sandwich was so bad ... disappointed...won't order again 
5	cheese sandwich was so bad ... disappointed...won't order again 
5	Order not received 
5	good quality...and sufficient quantity
1	it's too much ice crush..so please don't do this
5	like some water
5	भाई बिना चमच के मेगी कैसे खा सकते है?<br/>please put disposable spoon with orders
1	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
1	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
4	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
4	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
3	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
3	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
4	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
1	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
4	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
1	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
5	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
1	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
1	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
1	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
1	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
1	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
1	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
3	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
1	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
2	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
4	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
1	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
3	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
1	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
5	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
1	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
5	I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇
1	Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.
1	horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....
2	Captain veg cutlet hero wrap tastes awesome😋 .Perfect amount of cheese. One of the best wraps I've had. 
1	Ordered nuclear chicken nugget Wrap and captain fried chicken panini. Cheesy and delicious food. Will order again.
1	The best place to order sandwiches in the city where you have a wide range of products to choose from and on time delivery as always.
1	It's items are all tasty and also reasonable <br/>Chicken tikka wrap was awesome <br/>Chicken cheesy panini with mini monster was nice
1	Spinach &amp; corn superhero panini and Veg cutlet Hero wrap was delicious and very cheesy . Loved the taste and size. 
1	THANK YOU 
1	Afte 1 hour delivery
3	this item not deserve at this price <br/>very oil and not good oil quality 
1	Poor taste
5	varry good 
5	This wasn't nutella thick shake <br/>very disappointing<br/>
5	I don't like this different banner picture and pizza different
5	packing not good condition 
5	wire found in laddu
5	i have ordered for angoor goti but they have send me something else.
5	nice 
5	Did not send correct order. 
5	I am Jalaram khichdi customer since long. They had maintained their food quality always. I always loved dining here as all meals are fresh and very authentic taste. Kudos to Jalaram khichdi team and wish them best for future 
4	There is no different pouch for coffee it was packed in hot tea pouch
5	teasti 
5	ossam taste
5	Third class restaurant and third class Zomato service
1	Straw toh de dete
5	poor service and poor taste
5	perfect preparation.
5	horrible😡😡😡😡
5	I've been cheated twice in a single day. I've received half order twice and I paid for full. I don't even get refund nor given any solution nor even a complaint raise. Over all pathetic experience. My faith is Zomato is gone.
5	Good
5	too spicy and big chopped pieces of onions are found
5	So good
5	the quantity was very less
5	132 ka khali bread butter
5	superb amazing 🤩
5	the u send me veg cheez sandwich is worst sandwich i ihve eat 🥴🥴🥴🥴🥴
5	very bad 
5	no cup no spoon with my order....do i have to order these things separately??
5	Service is fast and delivery intime
5	The food was delicious we in the office ordered for breakfast we just love the food specially I like the paper packing you guys didn't use any plastic packing that i loved I m your regular customer from now. 
